Rank;Joueur;Nationalité;Position du joueur;Équipe;Compétition;Âge;Année de naissance;Match joué;Match commencé;Minutes jouées;Minutes jouées (90min);But;Passe décisive;But et passe décisive;But sans le pénalty;Pénalty  réussi;Pénalty raté;Carton jaune;Carton rouge;But attendus;But sans pénalty attendu;Passe décisive attendu;But et passe décisive attendue hors penalty;Progression ballon;Progression passe;Progression dribble;But mis par 90 minutes;Passe décisive faite par 90 minutes;But et passe décisive mis par 90 minutes;But mis par 90 minutes sans les pénalty;But et passe décisive mis par 90 minutes sans pénalty;But attendu pour 90 minutes;Passe décisive attendus pour 90 minutes;Nombre de but et de passe décisive attendus pour 90 minutes;But attendu pour 90 minutes sans penalty;Nombre de but et de passe décisive attendus pour 90 minutes sans penalty
242;Bebé;CPV;MF,FW;Rayo Vallecano;es La Liga;33;1990;19;0;212;2.4;2;0;2;1;1;1;1;0;1.4;0.7;0.2;0.9;17;6;24;0.85;0.00;0.85;0.42;0.42;0.61;0.09;0.70;0.28;0.37
243;Ihlas Bebou;TOG;FW,DF;Hoffenheim;de Bundesliga;29;1994;32;16;1636;18.2;7;5;12;7;0;0;3;0;4.9;4.9;2.6;7.5;42;38;145;0.39;0.28;0.66;0.39;0.66;0.27;0.14;0.41;0.27;0.41
244;Mohamed Bechikh;FRA;FW,MF;Strasbourg;fr Ligue 1;18;2005;2;0;14;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
245;Adrian Beck;GER;MF,FW;Heidenheim;de Bundesliga;26;1997;23;11;974;10.8;1;1;2;1;0;0;1;0;1.7;1.7;0.8;2.5;17;29;43;0.09;0.09;0.18;0.09;0.18;0.16;0.07;0.23;0.16;0.23
246;Owen Beck;WAL;DF;Liverpool;eng Premier League;20;2002;1;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
247;Sheraldo Becker;SUR;FW,MF;Real Sociedad;es La Liga;28;1995;15;8;771;8.6;2;2;4;2;0;0;1;0;1.4;1.4;1.8;3.2;28;13;87;0.23;0.23;0.47;0.23;0.47;0.17;0.21;0.38;0.17;0.38
248;Sheraldo Becker;SUR;FW,MF;Union Berlin;de Bundesliga;28;1995;11;7;645;7.2;0;1;1;0;0;0;0;0;0.8;0.8;1.8;2.6;32;20;73;0.00;0.14;0.14;0.00;0.14;0.12;0.25;0.37;0.12;0.37
249;Chris Bedia;CIV;FW,MF;Union Berlin;de Bundesliga;27;1996;7;0;145;1.6;1;0;1;1;0;0;0;0;0.2;0.2;0.2;0.4;1;1;6;0.62;0.00;0.62;0.62;0.62;0.13;0.11;0.24;0.13;0.24
250;Donny van de Beek;NED;DF;Manchester Utd;eng Premier League;26;1997;1;0;3;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.2;0;0;1;0.00;0.00;0.00;0.00;0.00;1.09;4.44;5.54;1.09;5.54
251;Donny van de Beek;NED;MF,FW;Eint Frankfurt;de Bundesliga;26;1997;8;4;357;4.0;0;0;0;0;0;0;1;0;0.1;0.1;0.4;0.5;2;10;12;0.00;0.00;0.00;0.00;0.00;0.02;0.09;0.12;0.02;0.12
252;Yanis Begraoui;MAR;FW,MF;Toulouse;fr Ligue 1;22;2001;14;3;300;3.3;0;0;0;0;0;0;0;0;0.4;0.4;0.1;0.5;9;8;30;0.00;0.00;0.00;0.00;0.00;0.12;0.03;0.15;0.12;0.15
253;Kevin Behrens;GER;FW;Wolfsburg;de Bundesliga;32;1991;13;7;616;6.8;1;1;2;1;0;0;1;0;1.6;1.6;0.9;2.5;7;17;41;0.15;0.15;0.29;0.15;0.29;0.23;0.13;0.36;0.23;0.36
254;Kevin Behrens;GER;FW;Union Berlin;de Bundesliga;32;1991;18;14;1262;14.0;4;0;4;4;0;0;3;0;6.0;6.0;0.9;6.9;11;45;93;0.29;0.00;0.29;0.29;0.29;0.43;0.06;0.50;0.43;0.50
255;Maximilian Beier;GER;FW,MF;Hoffenheim;de Bundesliga;20;2002;33;29;2420;26.9;16;1;17;16;0;0;0;0;11.4;11.4;2.4;13.8;61;30;224;0.60;0.04;0.63;0.60;0.63;0.43;0.09;0.51;0.43;0.51
256;Jérémie Bela;ANG;MF,FW;Clermont Foot;fr Ligue 1;30;1993;12;1;203;2.3;0;0;0;0;0;0;0;0;0.2;0.2;0.1;0.3;14;10;33;0.00;0.00;0.00;0.00;0.00;0.10;0.05;0.15;0.10;0.15
257;Reda Belahyane;FRA;MF;Hellas Verona;it Serie A;19;2004;2;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;4;2;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03
258;Reda Belahyane;FRA;MF;Nice;fr Ligue 1;19;2004;1;0;27;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
259;Amari'i Bell;JAM;DF;Luton Town;eng Premier League;29;1994;21;21;1720;19.1;0;0;0;0;0;0;0;0;0.3;0.3;0.5;0.7;32;76;10;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.04;0.01;0.04
260;Stefan Bell;GER;DF;Mainz 05;de Bundesliga;31;1991;10;8;666;7.4;0;0;0;0;0;0;3;0;0.2;0.2;0.1;0.3;0;23;2;0.00;0.00;0.00;0.00;0.00;0.03;0.01;0.04;0.03;0.04
261;Alaa Bellaarouch;MAR;GK;Strasbourg;fr Ligue 1;21;2002;15;15;1350;15.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
262;Raoul Bellanova;ITA;DF;Torino;it Serie A;23;2000;37;36;3046;33.8;1;7;8;1;0;0;5;0;2.0;2.0;5.0;7.1;141;98;202;0.03;0.21;0.24;0.03;0.24;0.06;0.15;0.21;0.06;0.21
263;Jean-Ricner Bellegarde;FRA;MF,FW;Wolves;eng Premier League;25;1998;22;10;958;10.6;2;1;3;2;0;0;0;1;1.6;1.6;1.0;2.5;30;39;49;0.19;0.09;0.28;0.19;0.28;0.15;0.09;0.24;0.15;0.24
264;Jean-Ricner Bellegarde;FRA;MF,FW;Strasbourg;fr Ligue 1;25;1998;3;3;269;3.0;2;2;4;2;0;0;2;0;0.6;0.6;1.5;2.1;9;11;10;0.67;0.67;1.34;0.67;1.34;0.19;0.51;0.69;0.19;0.69
265;Héctor Bellerín;ESP;DF;Betis;es La Liga;28;1995;23;20;1711;19.0;0;1;1;0;0;0;0;1;0.2;0.2;1.6;1.7;32;81;80;0.00;0.05;0.05;0.00;0.05;0.01;0.08;0.09;0.01;0.09
266;Jude Bellingham;ENG;MF;Real Madrid;es La Liga;20;2003;28;27;2315;25.7;19;6;25;18;1;1;5;1;11.1;10.3;5.3;15.6;85;196;177;0.74;0.23;0.97;0.70;0.93;0.43;0.21;0.64;0.40;0.61
267;Jeanuël Belocian;FRA;DF;Rennes;fr Ligue 1;18;2005;23;16;1448;16.1;0;1;1;0;0;0;0;0;0.5;0.5;0.4;0.9;16;60;37;0.00;0.06;0.06;0.00;0.06;0.03;0.02;0.06;0.03;0.06
268;Andrea Belotti;ITA;FW;Fiorentina;it Serie A;29;1993;15;11;949;10.5;3;0;3;3;0;0;0;0;3.7;3.7;0.7;4.4;10;15;60;0.28;0.00;0.28;0.28;0.28;0.35;0.07;0.41;0.35;0.41
269;Andrea Belotti;ITA;FW;Roma;it Serie A;29;1993;14;6;679;7.5;3;2;5;3;0;0;1;0;2.4;2.4;1.2;3.6;15;8;49;0.40;0.27;0.66;0.40;0.66;0.32;0.16;0.48;0.32;0.48
270;Fran Beltrán;ESP;MF;Celta Vigo;es La Liga;24;1999;33;28;2428;27.0;0;0;0;0;0;0;2;0;0.7;0.7;1.1;1.8;28;134;30;0.00;0.00;0.00;0.00;0.00;0.03;0.04;0.07;0.03;0.07
271;Lucas Beltrán;ARG;FW,MF;Fiorentina;it Serie A;22;2001;32;21;1692;18.8;6;2;8;5;1;1;6;0;3.8;3.0;1.5;4.5;12;49;113;0.32;0.11;0.43;0.27;0.37;0.20;0.08;0.28;0.16;0.24
